Congress,Name,State or Territory,Party,Service,url,img,Footnote
102nd (1991-1993),"BLACKWELL, Lucien Edward",PA,Democrat,House,https://history.house.gov/People/Detail/7699,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000517.jpg,
103rd (1993-1995),"BLACKWELL, Lucien Edward",PA,Democrat,House,https://history.house.gov/People/Detail/7699,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000517.jpg,
102nd (1991-1993),"CLAYTON, Eva M.",NC,Democrat,House,https://history.house.gov/People/Detail/11065,https://historycms2.house.gov/assets/37432.jpg?sz=310,"Eva M. Clayton was elected on November 3, 1992, by special election, to fill the vacancy caused by the death of Walter Beaman Jones Sr."
103rd (1993-1995),"CLAYTON, Eva M.",NC,Democrat,House,https://history.house.gov/People/Detail/11065,https://historycms2.house.gov/assets/37432.jpg?sz=310,
104th (1995-1997),"CLAYTON, Eva M.",NC,Democrat,House,https://history.house.gov/People/Detail/11065,https://historycms2.house.gov/assets/37432.jpg?sz=310,
105th (1997-1999),"CLAYTON, Eva M.",NC,Democrat,House,https://history.house.gov/People/Detail/11065,https://historycms2.house.gov/assets/37432.jpg?sz=310,
106th (1999-2001),"CLAYTON, Eva M.",NC,Democrat,House,https://history.house.gov/People/Detail/11065,https://historycms2.house.gov/assets/37432.jpg?sz=310,
107th (2001-2003),"CLAYTON, Eva M.",NC,Democrat,House,https://history.house.gov/People/Detail/11065,https://historycms2.house.gov/assets/37432.jpg?sz=310,
102nd (1991-1993),"COLLINS, Barbara-Rose",MI,Democrat,House,https://history.house.gov/People/Detail/11244,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000633.jpg,
103rd (1993-1995),"COLLINS, Barbara-Rose",MI,Democrat,House,https://history.house.gov/People/Detail/11244,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000633.jpg,
104th (1995-1997),"COLLINS, Barbara-Rose",MI,Democrat,House,https://history.house.gov/People/Detail/11244,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000633.jpg,
102nd (1991-1993),"FRANKS, Gary A.",CT,Republican,House,https://history.house.gov/People/Detail/13411,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000348.jpg,
103rd (1993-1995),"FRANKS, Gary A.",CT,Republican,House,https://history.house.gov/People/Detail/13411,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000348.jpg,
104th (1995-1997),"FRANKS, Gary A.",CT,Republican,House,https://history.house.gov/People/Detail/13411,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000348.jpg,
102nd (1991-1993),"JEFFERSON, William Jennings",LA,Democrat,House,https://history.house.gov/People/Detail/15783,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000070.jpg,
103rd (1993-1995),"JEFFERSON, William Jennings",LA,Democrat,House,https://history.house.gov/People/Detail/15783,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000070.jpg,
104th (1995-1997),"JEFFERSON, William Jennings",LA,Democrat,House,https://history.house.gov/People/Detail/15783,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000070.jpg,
105th (1997-1999),"JEFFERSON, William Jennings",LA,Democrat,House,https://history.house.gov/People/Detail/15783,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000070.jpg,
106th (1999-2001),"JEFFERSON, William Jennings",LA,Democrat,House,https://history.house.gov/People/Detail/15783,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000070.jpg,
107th (2001-2003),"JEFFERSON, William Jennings",LA,Democrat,House,https://history.house.gov/People/Detail/15783,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000070.jpg,
108th (2003-2005),"JEFFERSON, William Jennings",LA,Democrat,House,https://history.house.gov/People/Detail/15783,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000070.jpg,
109th (2005-2007),"JEFFERSON, William Jennings",LA,Democrat,House,https://history.house.gov/People/Detail/15783,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000070.jpg,
110th (2007-2009),"JEFFERSON, William Jennings",LA,Democrat,House,https://history.house.gov/People/Detail/15783,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000070.jpg,
102nd (1991-1993),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
103rd (1993-1995),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
104th (1995-1997),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
105th (1997-1999),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
106th (1999-2001),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
107th (2001-2003),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
108th (2003-2005),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
109th (2005-2007),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
110th (2007-2009),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
111th (2009-2011),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
112th (2011-2013),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
113th (2013-2015),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
114th (2015-2017),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
115th (2017-2019),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
116th (2019-2021),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
117th (2021-2023),"NORTON, Eleanor Holmes",DC,Democrat,House,https://history.house.gov/People/Detail/19016,https://historycms2.house.gov/uploadedImages/People/Listing/N/N000147.jpg,
102nd (1991-1993),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
103rd (1993-1995),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
104th (1995-1997),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
105th (1997-1999),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
106th (1999-2001),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
107th (2001-2003),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
108th (2003-2005),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
109th (2005-2007),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
110th (2007-2009),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
111th (2009-2011),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
112th (2011-2013),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
113th (2013-2015),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
114th (2015-2017),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
115th (2017-2019),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
116th (2019-2021),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
117th (2021-2023),"WATERS, Maxine",CA,Democrat,House,https://history.house.gov/People/Detail/23438,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000187.jpg,
103rd (1993-1995),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
104th (1995-1997),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
105th (1997-1999),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
106th (1999-2001),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
107th (2001-2003),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
108th (2003-2005),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
109th (2005-2007),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
110th (2007-2009),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
111th (2009-2011),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
112th (2011-2013),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
113th (2013-2015),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
114th (2015-2017),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
115th (2017-2019),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
116th (2019-2021),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
117th (2021-2023),"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/7697,https://historycms2.house.gov/uploadedImages/People/Listing/B/B000490.jpg,
103rd (1993-1995),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
104th (1995-1997),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
105th (1997-1999),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
106th (1999-2001),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
107th (2001-2003),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
108th (2003-2005),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
109th (2005-2007),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
110th (2007-2009),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
111th (2009-2011),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
112th (2011-2013),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
113th (2013-2015),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
114th (2015-2017),"BROWN, Corrine",FL,Democrat,House,https://history.house.gov/People/Detail/7695,https://historycms2.house.gov/assets/37407.jpg?sz=310,
103rd (1993-1995),"CLYBURN, James Enos",SC,Democrat,House,https://history.house.gov/People/Detail/11119,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000537.jpg,
104th (1995-1997),"CLYBURN, James Enos",SC,Democrat,House,https://history.house.gov/People/Detail/11119,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000537.jpg,
105th (1997-1999),"CLYBURN, James Enos",SC,Democrat,House,https://history.house.gov/People/Detail/11119,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000537.jpg,
106th (1999-2001),"CLYBURN, James Enos",SC,Democrat,House,https://history.house.gov/People/Detail/11119,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000537.jpg,
107th (2001-2003),"CLYBURN, James Enos",SC,Democrat,House,https://history.house.gov/People/Detail/11119,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000537.jpg,
108th (2003-2005),"CLYBURN, James Enos",SC,Democrat,House,https://history.house.gov/People/Detail/11119,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000537.jpg,
109th (2005-2007),"CLYBURN, James Enos",SC,Democrat,House,https://history.house.gov/People/Detail/11119,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000537.jpg,
110th (2007-2009),"CLYBURN, James Enos",SC,Democrat,House,https://history.house.gov/People/Detail/11119,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000537.jpg,
111th (2009-2011),"CLYBURN, James Enos",SC,Democrat,House,https://history.house.gov/People/Detail/11119,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000537.jpg,
112th (2011-2013),"CLYBURN, James Enos",SC,Democrat,House,https://history.house.gov/People/Detail/11119,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000537.jpg,
